permit_id,description,issued_at,work_class,permit_type,estimated_cost,contractor_name,status,address,zip_code,permit_class,contractor_phone,portal_link,source_updated_at,raw_payload,ingested_at
2026-053308 PP,New construction of 2 story SFR,2026-04-30T00:00:00+00:00,New,Plumbing Permit,,Victory Plumbing Company,Active,4808 BRIDWELL LN,78754,Residential,5129907200,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695413,2026-04-30T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2026-053308 PP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""4808 BRIDWELL LN"", ""description"": ""New construction of 2 story SFR"", ""tcad_id"": ""0239360804"", ""applieddate"": ""2026-03-16T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""total_new_add_sqft"": ""3373"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""original_address1"": ""4808 BRIDWELL LN"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78754"", ""council_district"": ""1"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695413""}, ""project_id"": ""13695413"", ""masterpermitnum"": ""13695409"", ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""Victory Plumbing Company"", ""contractor_full_name"": ""Randolph Taylor"", ""contractor_phone"": ""5129907200"", ""contractor_address2"": ""1175  Countr"", ""contractor_city"": ""HUTTO"", ""contractor_zip"": ""78634"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-051570 BP,Replacement of roof.,2026-04-30T00:00:00+00:00,Remodel,Building Permit,,"Foundation Specialists, Inc",Active,8527 N CAPITAL OF TEXAS HWY NB BLDG 8555,78759,Commercial,7137695994,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693520,2026-04-30T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-051570 BP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8555"", ""description"": ""Replacement of roof."", ""tcad_id"": ""0150050125"", ""legal_description"": ""LOT 1 SPICE FOREST"", ""applieddate"": ""2026-04-27T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""4616"", ""total_valuation_remodel"": ""0"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""0"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""medgas_valuation_remodel"": ""0"", ""original_address1"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8555"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78759"", ""council_district"": ""10"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693520""}, ""project_id"": ""13693520"", ""masterpermitnum"": ""13693474"", ""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""location"": {""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Foundation Specialists, Inc"", ""contractor_full_name"": ""Amber Whitaker"", ""contractor_phone"": ""7137695994"", ""contractor_address2"": ""4224 W Sam H"", ""contractor_city"": ""Houston"", ""contractor_zip"": ""77041-____"", ""applicant_full_name"": ""Amber Whitaker"", ""applicant_org"": ""Foundation Specialists, Inc"", ""applicant_phone"": ""7137695994"", ""applicant_address2"": ""4224 W Sam H"", ""applicant_city"": ""Houston"", ""applicantzip"": ""77041-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-030096 EP,ePlan: Commercial Expedited Review - New Construction of Dumpster Enclosure Fence.,2026-04-30T00:00:00+00:00,New,Electrical Permit,,Exceed Electrical Contracting LLC,Active,712 E HUNTLAND DR,78752,Commercial,3037203678,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13668887,2026-04-30T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2026-030096 EP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C- 329 Com Structures Other Than Bldg"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""712 E HUNTLAND DR"", ""description"": ""ePlan: Commercial Expedited Review - New Construction of Dumpster Enclosure Fence."", ""tcad_id"": ""0230130105"", ""legal_description"": ""5.8210 AC OF LOT 3A-3B FIVE POINT NINE TWO LTD SUBD (PRORATE 01/01/2024 - 08/15/2024)"", ""applieddate"": ""2025-12-05T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-09-13T00:00:00.000"", ""total_new_add_sqft"": ""400"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""electrical_valuation"": ""1"", ""original_address1"": ""712 E HUNTLAND DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78752"", ""council_district"": ""4"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13668887""}, ""project_id"": ""13668887"", ""masterpermitnum"": ""13668839"", ""latitude"": ""30.33071542"", ""longitude"": ""-97.70634623"", ""location"": {""latitude"": ""30.33071542"", ""longitude"": ""-97.70634623"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""Exceed Electrical Contracting LLC"", ""contractor_full_name"": ""Aaron Nunez"", ""contractor_phone"": ""3037203678"", ""contractor_address2"": ""7827  W 108t"", ""contractor_city"": ""Westiminster"", ""contractor_zip"": ""80021-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-052363 EP,Upgrade of main service to 200a,2026-04-30T00:00:00+00:00,Upgrade,Electrical Permit,,Volthouse Eletric LLC,Active,9333 BAVARIA LN,78749,Residential,5127650604,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694391,2026-05-01T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2026-052363 EP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Upgrade"", ""condominium"": ""No"", ""permit_location"": ""9333 BAVARIA LN"", ""description"": ""Upgrade of main service to 200a"", ""tcad_id"": ""0420380310"", ""legal_description"": ""LOT 10 BLK I CIRCLE C RANCH PHS C SEC 9"", ""applieddate"": ""2026-04-28T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-27T00:00:00.000"", ""remodel_repair_sqft"": ""0"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""electrical_valuation_remodel"": ""5500"", ""original_address1"": ""9333 BAVARIA LN"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78749"", ""council_district"": ""8"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694391""}, ""project_id"": ""13694391"", ""latitude"": ""30.20174192"", ""longitude"": ""-97.87384313"", ""location"": {""latitude"": ""30.20174192"", ""longitude"": ""-97.87384313"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""Volthouse Eletric LLC"", ""contractor_full_name"": ""Cory Shope"", ""contractor_phone"": ""5127650604"", ""contractor_address1"": ""PO BOX 1162"", ""contractor_city"": ""MANCHACA"", ""contractor_zip"": ""78652"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-052091 BP,Replacement of roof. Existing multifamily.,2026-04-30T00:00:00+00:00,Remodel,Building Permit,,"Foundation Specialists, Inc",Active,8527 N CAPITAL OF TEXAS HWY NB BLDG 8551,78759,Commercial,7137695994,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694075,2026-04-30T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-052091 BP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8551"", ""description"": ""Replacement of roof. Existing multifamily."", ""tcad_id"": ""0150050125"", ""legal_description"": ""LOT 1 SPICE FOREST"", ""applieddate"": ""2026-04-27T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""5325"", ""total_valuation_remodel"": ""5325"", ""number_of_floors"": ""3"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""5325"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""medgas_valuation_remodel"": ""0"", ""original_address1"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8551"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78759"", ""council_district"": ""10"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13694075""}, ""project_id"": ""13694075"", ""masterpermitnum"": ""13694065"", ""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""location"": {""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Foundation Specialists, Inc"", ""contractor_full_name"": ""Amber Whitaker"", ""contractor_phone"": ""7137695994"", ""contractor_address2"": ""4224 W Sam H"", ""contractor_city"": ""Houston"", ""contractor_zip"": ""77041-____"", ""applicant_full_name"": ""Amber Whitaker"", ""applicant_org"": ""Foundation Specialists, Inc"", ""applicant_phone"": ""7137695994"", ""applicant_address2"": ""4224 W Sam H"", ""applicant_city"": ""Houston"", ""applicantzip"": ""77041-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-053173 MP,Replacement of complete existing central heat and air system with or without duct work Like for like replacement of existing condenser furnace thermos,2026-04-30T00:00:00+00:00,Change Out,Mechanical Permit,,Strand Brothers Service Experts,Active,1704 COLONY CREEK DR,78758,Residential,3462663635,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695266,2026-04-30T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2026-053173 MP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Change Out"", ""permit_location"": ""1704 COLONY CREEK DR"", ""description"": ""Replacement of complete existing central heat and air system with or without duct work Like for like replacement of existing condenser furnace thermos"", ""tcad_id"": ""0242120111"", ""legal_description"": ""LOT 11 BLK F QUAIL CREEK WEST SEC 1"", ""applieddate"": ""2026-04-29T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-27T00:00:00.000"", ""original_address1"": ""1704 COLONY CREEK DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78758"", ""council_district"": ""4"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695266""}, ""project_id"": ""13695266"", ""latitude"": ""30.36790124"", ""longitude"": ""-97.71324386"", ""location"": {""latitude"": ""30.36790124"", ""longitude"": ""-97.71324386"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""Strand Brothers Service Experts"", ""contractor_full_name"": ""Michael McCoy"", ""contractor_phone"": ""3462663635"", ""contractor_address2"": ""5811  TECHNI"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78721-____""}",2026-05-03T10:54:27.275855+00:00
2022-132331 MP,ePlan: Expedited Review - Finish Out of  Level 2 of a 6-Story Mixed Use Multi-Family Bldgs. (23611 SF),2026-04-30T00:00:00+00:00,Remodel,Mechanical Permit,,"Truform Metalservice, Inc.",Active,300 PRESSLER ST,78703,Commercial,5122581675,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13009061,2026-04-30T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2022-132331 MP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1001 Commercial Finish Out"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""300 PRESSLER ST"", ""description"": ""ePlan: Expedited Review - Finish Out of  Level 2 of a 6-Story Mixed Use Multi-Family Bldgs. (23611 SF)"", ""tcad_id"": ""0107030108"", ""legal_description"": "".309 AC OF OLT 11 DIVISION Z"", ""applieddate"": ""2022-06-01T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-27T00:00:00.000"", ""remodel_repair_sqft"": ""23611"", ""number_of_floors"": ""1"", ""housing_units"": ""20"", ""original_address1"": ""300 PRESSLER ST"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78703"", ""council_district"": ""9"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13009061""}, ""project_id"": ""13009061"", ""masterpermitnum"": ""13008498"", ""latitude"": ""30.27166234"", ""longitude"": ""-97.76166172"", ""location"": {""latitude"": ""30.27166234"", ""longitude"": ""-97.76166172"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""Truform Metalservice, Inc."", ""contractor_full_name"": ""Steven Allen Lane"", ""contractor_phone"": ""5122581675"", ""contractor_address1"": ""P. O. BOX 20"", ""contractor_address2"": ""AUSTIN TX  7"", ""contractor_city"": ""Austin"", ""contractor_zip"": ""78729"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-030095 MP,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office Space Scope of work to Include Remodel of Open Office Spaces and support Spac,2026-04-30T00:00:00+00:00,Remodel,Mechanical Permit,,KILGORE MECHANICAL LLC,Active,712 E HUNTLAND DR,78752,Commercial,7139244900,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13668885,2026-04-30T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2026-030095 MP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""712 E HUNTLAND DR"", ""description"": ""ePlan: Commercial Expedited Review - Interior Remodel to Existing Office Space Scope of work to Include Remodel of Open Office Spaces and support Spac"", ""tcad_id"": ""0230130105"", ""legal_description"": ""5.8210 AC OF LOT 3A-3B FIVE POINT NINE TWO LTD SUBD (PRORATE 01/01/2024 - 08/15/2024)"", ""applieddate"": ""2025-12-05T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-09-13T00:00:00.000"", ""remodel_repair_sqft"": ""24852"", ""number_of_floors"": ""4"", ""housing_units"": ""1"", ""original_address1"": ""712 E HUNTLAND DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78752"", ""council_district"": ""4"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13668885""}, ""project_id"": ""13668885"", ""masterpermitnum"": ""13668838"", ""latitude"": ""30.33071542"", ""longitude"": ""-97.70634623"", ""location"": {""latitude"": ""30.33071542"", ""longitude"": ""-97.70634623"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""KILGORE MECHANICAL LLC"", ""contractor_full_name"": ""Jeffery Scott Kilgore"", ""contractor_phone"": ""7139244900"", ""contractor_address2"": ""10050  Houst"", ""contractor_city"": ""Houston"", ""contractor_zip"": ""77064"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-051632 BP,Replacement of roof.,2026-04-30T00:00:00+00:00,Remodel,Building Permit,,"Foundation Specialists, Inc",Active,8527 N CAPITAL OF TEXAS HWY NB BLDG 8531,78759,Commercial,7137695994,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693584,2026-04-30T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-051632 BP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8531"", ""description"": ""Replacement of roof."", ""tcad_id"": ""0150050125"", ""legal_description"": ""LOT 1 SPICE FOREST"", ""applieddate"": ""2026-04-27T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""4616"", ""total_valuation_remodel"": ""0"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""0"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""medgas_valuation_remodel"": ""0"", ""original_address1"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8531"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78759"", ""council_district"": ""10"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693584""}, ""project_id"": ""13693584"", ""masterpermitnum"": ""13693547"", ""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""location"": {""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Foundation Specialists, Inc"", ""contractor_full_name"": ""Amber Whitaker"", ""contractor_phone"": ""7137695994"", ""contractor_address2"": ""4224 W Sam H"", ""contractor_city"": ""Houston"", ""contractor_zip"": ""77041-____"", ""applicant_full_name"": ""Amber Whitaker"", ""applicant_org"": ""Foundation Specialists, Inc"", ""applicant_phone"": ""7137695994"", ""applicant_address2"": ""4224 W Sam H"", ""applicant_city"": ""Houston"", ""applicantzip"": ""77041-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-053108 EP,Remodel requiring temporary power related to BP: 2024-161512,2026-04-30T00:00:00+00:00,Homebuilder Loop,Electrical Permit,,PowerHouse Electrical Services,Active,10511 LA COSTA DR,78747,Residential,5128328900,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695199,2026-05-01T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2026-053108 EP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""Residential"", ""work_class"": ""Homebuilder Loop"", ""permit_location"": ""10511 LA COSTA DR"", ""description"": ""Remodel requiring temporary power related to BP: 2024-161512"", ""tcad_id"": ""0440090303"", ""legal_description"": ""LOT 3 BLK E ONION CREEK SEC 3"", ""applieddate"": ""2026-04-29T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-05-01T00:00:00.000"", ""expiresdate"": ""2026-10-27T00:00:00.000"", ""original_address1"": ""10511 LA COSTA DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78747"", ""council_district"": ""5"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695199""}, ""project_id"": ""13695199"", ""latitude"": ""30.14251349"", ""longitude"": ""-97.788226"", ""location"": {""latitude"": ""30.14251349"", ""longitude"": ""-97.788226"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""PowerHouse Electrical Services"", ""contractor_full_name"": ""Russell Neal"", ""contractor_phone"": ""5128328900"", ""contractor_address2"": ""1901  Waukes"", ""contractor_city"": ""Pflugerville"", ""contractor_zip"": ""78660""}",2026-05-03T10:54:27.275855+00:00
2025-158128 EP,QT - INTERIOR: Replace front door replace patio door water heater closet door laundry bi-fold doors replace 394sq ft of insulation replace 394sqft of,2026-04-30T00:00:00+00:00,Remodel,Electrical Permit,,LP General Services Contractor,Active,1500 FARO DR UNIT 2614,78741,Commercial,5125894880,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13628268,2026-04-30T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2025-158128 EP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""1500 FARO DR UNIT 2614"", ""description"": ""QT - INTERIOR: Replace front door replace patio door water heater closet door laundry bi-fold doors replace 394sq ft of insulation replace 394sqft of"", ""tcad_id"": ""0307110408"", ""legal_description"": ""LOT 1 PARADISE OAKS RESUB"", ""applieddate"": ""2025-12-08T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-08-11T00:00:00.000"", ""remodel_repair_sqft"": ""458"", ""number_of_floors"": ""2"", ""housing_units"": ""2"", ""electrical_valuation_remodel"": ""200"", ""original_address1"": ""1500 FARO DR UNIT 2614"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78741"", ""council_district"": ""3"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13628268""}, ""project_id"": ""13628268"", ""masterpermitnum"": ""13628267"", ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""LP General Services Contractor"", ""contractor_full_name"": ""Luis Ramirez"", ""contractor_phone"": ""5125894880"", ""contractor_address2"": ""1881  Grove"", ""contractor_city"": ""Austin"", ""contractor_zip"": ""78741-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
